id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
14823,Opel,Insignia,mechanical,black,192000,2010,gasoline,gasoline,1.8,universal,front,8,False,True,False,True,False,False,True,True,True,True
14824,Honda,Civic,mechanical,green,300000,1996,gasoline,gasoline,1.5,coupe,front,7,False,True,False,False,False,False,False,False,False,False
14825,Volkswagen,Jetta,mechanical,silver,378000,2001,diesel,diesel,1.9,sedan,front,3,False,True,False,False,False,False,False,False,True,False
14826,Rover,600-Series,mechanical,other,345669,1998,diesel,diesel,2.0,sedan,front,13,False,False,False,False,True,False,False,False,False,False
14827,Peugeot,307,mechanical,blue,92614,2003,gasoline,gasoline,1.6,hatchback,front,11,False,True,False,False,False,False,False,False,False,False
14828,BMW,318,mechanical,red,360000,1997,gasoline,gasoline,1.9,sedan,rear,12,False,False,True,False,True,False,False,False,False,True
14829,Land Rover,Range Rover Evoque,automatic,black,120500,2012,diesel,diesel,2.2,suv,all,21,False,False,True,True,True,True,True,True,True,True
14830,Ford,Escort,mechanical,white,250000,1997,diesel,diesel,1.8,universal,front,3,False,True,False,False,False,False,False,True,True,False
14831,Ford,Escape,automatic,blue,112954,2014,gasoline,gasoline,1.6,suv,all,15,False,True,False,True,False,False,False,True,True,True
14832,Mini,Cooper S,automatic,red,80000,2008,gasoline,gasoline,1.6,coupe,front,3,False,True,True,True,True,False,False,True,True,True
14833,Skoda,Superb,automatic,black,167100,2008,gasoline,gasoline,1.8,liftback,front,19,False,False,False,True,False,False,False,False,True,True
14834,BMW,735,automatic,black,225000,2002,gasoline,gasoline,3.6,sedan,rear,5,False,True,True,True,True,True,True,True,True,True
14835,Mercedes-Benz,Vito,mechanical,blue,623000,1998,diesel,diesel,2.3,minibus,front,11,False,True,False,False,False,False,False,True,False,True
14836,Renault,Laguna,mechanical,grey,471000,1997,diesel,diesel,2.2,hatchback,front,12,True,False,False,False,False,False,False,False,False,False
14837,Opel,Astra,mechanical,black,273000,2005,diesel,diesel,1.7,universal,front,2,False,True,False,False,False,False,False,False,False,False
14838,Renault,Megane,mechanical,red,295645,1999,diesel,diesel,1.9,universal,front,8,True,False,False,False,False,False,False,False,False,False
14839,Volkswagen,Vento,mechanical,grey,444444,1995,gasoline,gasoline,1.8,sedan,front,9,True,False,False,False,False,False,False,False,False,False
14840,Citroen,C5,mechanical,black,254000,2009,diesel,diesel,1.6,universal,front,16,False,True,False,True,True,True,True,True,True,True
14841,Fiat,Ulysse,mechanical,red,123,2001,diesel,diesel,2.0,minibus,front,4,True,False,False,False,False,False,False,False,False,False
14842,Peugeot,605,mechanical,grey,400000,1999,gasoline,gasoline,2.0,sedan,front,6,False,True,False,False,True,False,False,False,False,True
14843,BMW,X5,automatic,grey,305700,2006,diesel,diesel,3.0,suv,all,71,False,True,True,True,True,True,True,True,True,True
14844,Fiat,Brava,mechanical,blue,270000,1999,gasoline,gasoline,1.4,hatchback,front,4,False,False,True,False,False,False,False,True,False,True
14845,Ford,Galaxy,mechanical,blue,371000,2002,diesel,diesel,1.9,minivan,front,14,False,True,True,False,True,True,False,False,True,True
14846,Opel,Vectra,mechanical,grey,300000,1989,gasoline,gasoline,2.0,sedan,front,3,True,False,False,False,False,False,False,False,False,False
14847,Daewoo,Matiz,mechanical,other,221000,2006,gasoline,gasoline,1.0,hatchback,front,25,True,False,False,False,False,False,False,False,False,False
14848,Nissan,Almera,mechanical,blue,250000,1999,gasoline,gasoline,1.6,sedan,front,3,False,True,False,False,False,False,False,False,False,True
14849,Nissan,Micra,automatic,red,106000,2007,gasoline,gasoline,1.2,hatchback,front,12,False,True,False,True,False,True,True,False,False,True
14850,Peugeot,605,mechanical,blue,250000,1995,diesel,diesel,2.1,sedan,front,14,False,False,False,False,False,False,False,False,False,True
14851,Porsche,Cayenne,automatic,silver,76000,2007,gasoline,gasoline,4.2,suv,all,7,False,True,True,True,True,True,True,True,True,True
14852,Renault,Scenic,mechanical,red,68000,2002,diesel,diesel,1.9,minivan,front,8,False,True,False,False,False,True,False,False,False,False
14853,Volkswagen,Jetta,mechanical,brown,300000,1986,diesel,diesel,1.6,coupe,front,15,True,False,False,False,False,False,False,False,False,False
14854,Mazda,6,automatic,grey,205996,2004,gasoline,gasoline,3.0,sedan,front,30,False,True,True,False,True,True,False,False,True,True
14855,BMW,530,mechanical,silver,287000,2008,diesel,diesel,3.0,sedan,rear,6,False,True,False,True,False,True,True,False,True,True
14856,Audi,A6,automatic,silver,168000,2008,gasoline,gasoline,2.8,sedan,front,10,False,True,True,True,False,True,False,False,False,True
14857,Mazda,6,automatic,black,11,2013,gasoline,gasoline,2.0,sedan,front,7,True,False,False,False,False,False,False,False,False,False
14858,Ford,Kuga,mechanical,orange,203000,2008,diesel,diesel,2.0,suv,front,6,False,True,False,False,True,True,False,False,True,True
14859,Chrysler,Town&Country,automatic,other,330000,2002,gasoline,gasoline,3.3,minivan,front,3,False,True,False,False,False,False,True,False,False,False
14860,Renault,Grand Espace,mechanical,brown,156000,2010,diesel,diesel,1.5,minivan,front,10,False,False,False,True,False,False,True,True,False,True
14861,Opel,Meriva,mechanical,grey,165000,2011,diesel,diesel,1.7,minivan,front,4,False,True,False,False,True,True,False,False,True,True
14862,Audi,80,mechanical,silver,400000,1986,gasoline,gasoline,1.6,sedan,front,13,True,False,False,False,False,False,False,False,False,False
14863,Audi,A8,automatic,silver,260000,2006,gasoline,gasoline,4.2,sedan,all,27,False,True,True,True,True,True,False,True,True,True
14864,Nissan,Leaf,automatic,black,84500,2013,electric,electric,,hatchback,front,5,False,True,False,True,False,True,True,True,True,True
14865,BMW,320,automatic,green,265000,2005,gasoline,gasoline,2.0,sedan,rear,5,False,True,False,True,True,True,False,False,True,True
14866,Audi,Q7,automatic,silver,168145,2010,gasoline,gasoline,3.0,suv,all,13,False,True,True,True,True,True,False,False,True,True
14867,Mercedes-Benz,S350,automatic,black,300000,2006,gasoline,gasoline,3.5,sedan,rear,11,False,True,True,True,True,True,False,False,True,True
14868,BMW,530,automatic,black,195000,2012,diesel,diesel,3.0,sedan,all,9,False,True,True,True,True,True,True,True,True,True
14869,BMW,318,automatic,silver,210000,1997,gasoline,gasoline,1.8,sedan,rear,14,False,True,False,False,False,False,False,False,False,True
14870,Audi,A5,automatic,grey,190000,2011,gasoline,gasoline,2.0,liftback,all,16,False,True,True,True,True,True,True,True,True,True
14871,Toyota,Avensis Verso,mechanical,grey,460000,2002,diesel,diesel,2.0,minivan,front,10,False,True,False,True,False,False,False,False,False,False
14872,Volkswagen,Golf,mechanical,blue,250000,1994,gasoline,gasoline,1.6,hatchback,front,3,True,False,False,False,False,False,False,False,False,False
14873,Opel,Omega,mechanical,silver,250000,1995,diesel,diesel,2.5,universal,rear,5,True,False,False,False,False,False,False,False,False,False
14874,Audi,A6,mechanical,blue,450000,1996,gasoline,gasoline,2.6,universal,all,17,False,True,True,False,False,False,False,False,False,True
14875,Renault,Scenic,mechanical,silver,230000,2009,diesel,diesel,1.5,minivan,front,7,False,True,False,True,False,False,True,True,False,True
14876,Volkswagen,Golf,automatic,white,92000,2013,gasoline,gasoline,1.2,hatchback,front,12,False,False,False,True,False,True,False,False,False,True
14877,Renault,Megane Scenic,mechanical,blue,227000,1999,gasoline,gasoline,1.6,minivan,front,5,True,False,False,False,False,False,False,False,False,False
14878,Opel,Vectra,mechanical,black,367000,1990,gasoline,gasoline,2.0,sedan,front,4,False,False,False,False,False,False,False,False,False,True
14879,Volkswagen,Polo,mechanical,green,268000,1997,gasoline,gasoline,1.4,sedan,front,30,True,False,False,False,False,False,False,False,False,False
14880,Peugeot,206,mechanical,green,113000,2004,gasoline,gasoline,1.4,hatchback,front,19,False,True,False,False,False,False,False,True,False,True
14881,BMW,730,automatic,grey,435000,2001,diesel,diesel,3.0,sedan,rear,9,False,True,True,True,True,True,True,True,True,True
14882,Renault,Laguna,mechanical,green,270000,1996,gasoline,gasoline,1.8,hatchback,front,6,False,True,False,False,False,False,False,False,False,False
14883,BMW,X3,automatic,silver,91733,2015,gasoline,gasoline,2.0,suv,all,11,False,False,True,True,True,True,True,True,True,True
14884,Mazda,RX-8,mechanical,silver,100000,2007,gasoline,gasoline,1.3,coupe,rear,9,False,True,True,False,True,True,False,False,True,True
14885,Opel,Vectra,mechanical,other,330000,2004,diesel,diesel,1.9,universal,front,2,False,True,False,True,False,False,True,True,True,True
14886,Jeep,Patriot,automatic,silver,135185,2011,gasoline,gasoline,2.0,suv,front,9,False,True,True,False,False,False,False,False,True,False
14887,Volkswagen,Passat,mechanical,silver,556556,1988,gasoline,gasoline,1.6,sedan,front,5,False,False,False,False,False,False,False,False,False,True
14888,Citroen,Jumper,mechanical,blue,198000,2010,diesel,diesel,2.2,minibus,front,14,False,True,False,False,False,False,False,True,True,False
14889,Ford,Escort,mechanical,red,220000,1991,gasoline,gasoline,1.4,hatchback,front,9,True,False,False,False,False,False,False,False,False,False
14890,Opel,Astra,mechanical,blue,200000,1999,gasoline,gasoline,1.6,universal,front,5,False,True,False,False,False,False,False,False,False,False
14891,Opel,Vectra,mechanical,red,380000,1990,gasoline,gasoline,1.6,sedan,front,6,True,False,False,False,False,False,False,False,False,False
14892,Iveco,Daily,mechanical,white,300000,1997,diesel,diesel,2.8,van,rear,6,True,False,False,False,False,False,False,False,False,False
14893,Mazda,323,mechanical,silver,420000,1999,gasoline,gasoline,1.6,hatchback,front,5,False,False,False,True,False,False,False,False,False,True
14894,Mitsubishi,Outlander,automatic,red,72800,2013,gasoline,gasoline,2.4,suv,all,17,False,True,True,True,False,True,False,True,True,False
14895,Volvo,S60,automatic,black,406198,2001,gasoline,gasoline,2.4,sedan,front,20,False,True,False,False,True,True,False,False,True,True
14896,Hyundai,Sonata,automatic,other,138000,2011,gasoline,gasoline,2.0,sedan,front,23,False,True,False,False,True,False,True,True,True,False
14897,Volkswagen,T4,mechanical,white,387,1994,diesel,diesel,1.9,minibus,front,7,True,False,False,False,False,False,False,False,False,False
14898,Fiat,Doblo,mechanical,grey,245000,2008,gasoline,gasoline,1.4,universal,front,11,False,True,False,False,False,False,False,False,False,False
14899,Hyundai,Starex,automatic,silver,260000,2006,diesel,diesel,2.5,minibus,rear,8,False,True,False,True,True,True,False,True,False,True
14900,Renault,Megane,mechanical,other,255000,1999,gasoline,gasoline,1.6,sedan,front,10,False,True,False,False,False,False,False,False,False,False
14901,Volkswagen,Vento,mechanical,blue,380000,1994,gasoline,gasoline,1.8,sedan,front,5,True,False,False,False,False,False,False,False,False,False
14902,Renault,Megane,mechanical,other,340000,1998,gasoline,gasoline,1.6,sedan,front,6,False,True,False,False,False,True,False,False,False,True
14903,Mercedes-Benz,C320,automatic,blue,540000,2002,gasoline,gasoline,3.2,sedan,rear,6,False,True,True,True,True,True,True,True,True,True
14904,Volkswagen,Jetta,mechanical,black,99000,2012,gasoline,gasoline,1.4,sedan,front,20,False,False,False,False,False,True,True,True,True,True
14905,Mercedes-Benz,E200,automatic,grey,128000,2014,gasoline,gasoline,2.0,sedan,rear,20,False,True,True,True,True,True,True,True,True,True
14906,Opel,Astra,mechanical,grey,215000,2007,gasoline,gasoline,1.8,hatchback,front,8,False,True,False,False,False,True,False,True,False,False
14907,BMW,116,automatic,white,105500,2013,gasoline,gasoline,1.6,hatchback,rear,12,False,True,True,True,False,True,True,True,True,True
14908,BMW,X5,automatic,black,218000,2005,gasoline,gasoline,4.4,suv,all,14,False,True,False,True,True,True,True,True,True,True
14909,Mazda,626,mechanical,other,411000,1996,gasoline,gasoline,1.8,hatchback,front,6,False,True,False,False,False,False,False,False,False,True
14910,Nissan,Almera Tino,mechanical,blue,420000,2001,diesel,diesel,2.2,minivan,front,8,False,True,False,False,False,False,False,False,False,True
14911,Audi,A6,automatic,black,35000,2007,diesel,diesel,2.0,sedan,front,9,False,True,True,True,True,False,True,True,True,True
14912,Skoda,Octavia,mechanical,black,208000,2008,gasoline,gasoline,1.6,liftback,front,12,False,True,False,False,False,False,False,False,False,False
14913,Ford,Transit,mechanical,blue,450000,1995,diesel,diesel,2.5,minibus,rear,1,True,False,False,False,False,False,False,False,False,False
14914,Mercedes-Benz,E350,automatic,white,117000,2010,gasoline,gasoline,3.5,coupe,rear,11,False,True,True,True,True,True,False,True,True,True
14915,BMW,520,mechanical,violet,152333,1992,gasoline,gasoline,2.0,sedan,rear,12,True,False,False,False,False,False,False,False,False,False
14916,Mitsubishi,Space Wagon,mechanical,blue,280000,1998,diesel,diesel,2.0,minivan,front,1,False,False,False,False,False,False,False,False,False,True
14917,Volkswagen,Golf,mechanical,silver,273000,2008,gasoline,gasoline,1.6,hatchback,front,4,False,True,False,False,False,False,False,False,False,False
14918,Peugeot,406,mechanical,silver,360000,1998,gasoline,gasoline,2.0,sedan,front,20,True,False,False,False,False,False,False,False,False,False
14919,Renault,Duster,mechanical,silver,145000,2015,gasoline,gasoline,2.0,suv,all,6,False,True,False,False,False,True,False,True,True,True
14920,Hyundai,Lantra,mechanical,red,298780,1996,gasoline,gasoline,1.6,sedan,front,7,False,False,True,False,False,False,False,False,False,True
14921,Volkswagen,Sharan,mechanical,grey,250000,2002,diesel,diesel,1.9,minivan,front,6,False,False,False,False,False,True,False,False,True,True
14922,Audi,A4,mechanical,silver,264000,2009,gasoline,gasoline,2.0,universal,front,5,False,True,True,True,True,True,False,True,True,False
14923,Mercedes-Benz,R280,automatic,black,350000,2008,diesel,diesel,3.0,minivan,rear,7,False,True,False,True,True,True,True,True,True,True
14924,Toyota,Prius,automatic,silver,153000,2007,hybrid-petrol,gasoline,1.5,hatchback,front,4,False,True,True,False,True,False,True,True,True,True
14925,Hyundai,Santa Fe,automatic,white,135000,2014,diesel,diesel,2.2,suv,all,30,False,False,True,True,True,True,True,True,True,True
14926,Volvo,S80,mechanical,silver,533000,2000,diesel,diesel,2.5,sedan,front,4,False,True,False,False,True,True,False,False,True,True
14927,BMW,523,automatic,silver,430000,1996,diesel,diesel,2.5,sedan,rear,7,True,False,False,False,False,False,False,False,False,False
14928,Nissan,Primera,mechanical,silver,316000,2004,gasoline,gasoline,1.8,sedan,front,7,True,False,False,False,False,False,False,False,False,False
14929,Ford,Mondeo,mechanical,blue,278000,1996,gasoline,gasoline,1.8,hatchback,front,7,False,True,False,False,False,True,False,False,False,False
14930,Mercedes-Benz,190,mechanical,black,2585,1985,diesel,diesel,2.0,sedan,rear,7,False,False,True,False,False,False,False,False,False,True
14931,Audi,80,mechanical,brown,396000,1991,gasoline,gasoline,1.8,sedan,front,7,True,False,False,False,False,False,False,False,False,False
14932,Citroen,Xantia,mechanical,blue,171935,1994,gasoline,gasoline,1.8,sedan,front,9,True,False,False,False,False,False,False,False,False,False
14933,Ford,Focus,mechanical,red,150000,2011,gasoline,gasoline,1.6,sedan,front,7,False,True,False,False,False,True,False,False,True,True
14934,Volvo,S40,automatic,black,104000,2011,gasoline,gasoline,2.0,sedan,front,5,False,True,False,False,False,True,False,False,True,True
14935,Peugeot,206,mechanical,other,258000,2001,diesel,diesel,1.9,hatchback,front,9,False,True,False,False,False,False,False,False,True,False
14936,Chrysler,Grand Voyager,mechanical,other,1,1996,diesel,diesel,2.5,minivan,front,8,False,True,False,False,False,False,False,True,False,False
14937,Audi,100,mechanical,white,467000,1991,gasoline,gasoline,2.8,sedan,front,5,True,False,False,False,False,False,False,False,False,False
14938,Fiat,Panda,mechanical,black,155000,2009,gasoline,gasoline,1.2,hatchback,front,5,False,True,False,False,False,False,False,False,False,False
14939,Honda,Fit,automatic,red,35400,2015,gasoline,gasoline,1.5,hatchback,front,17,False,True,False,False,False,False,True,True,True,False
14940,Alfa Romeo,146,mechanical,other,299253,1997,gasoline,gasoline,1.8,sedan,front,10,True,False,False,False,False,False,False,False,False,False
14941,Kia,Rio,mechanical,silver,115000,2014,gasoline,gasoline,1.4,sedan,front,8,False,True,False,False,False,True,False,False,False,False
14942,Citroen,Jumper,mechanical,blue,450000,2004,diesel,diesel,2.2,minibus,front,2,False,True,False,True,False,False,False,True,False,False
14943,Nissan,Teana,automatic,black,130000,2008,gasoline,gasoline,2.5,sedan,front,3,False,True,True,False,True,True,False,True,False,True
14944,Audi,A6,mechanical,grey,328000,2005,diesel,diesel,2.7,universal,front,11,False,True,True,True,False,True,True,True,True,True
14945,Honda,Civic,automatic,black,140000,2009,hybrid-petrol,gasoline,1.3,sedan,front,1,False,True,False,True,False,True,False,True,False,True
14946,Ford,Focus,mechanical,silver,336310,2002,diesel,diesel,1.8,universal,front,13,False,True,False,False,False,False,False,False,False,False
14947,Kia,Clarus,mechanical,white,250677,1997,gasoline,gasoline,2.0,sedan,front,2,False,True,False,False,False,False,False,False,False,False
14948,Rover,200-Series,mechanical,green,315000,1998,gasoline,gasoline,1.4,hatchback,front,5,True,False,False,False,False,False,False,False,False,False
14949,Chevrolet,Malibu,automatic,grey,65760,2016,gasoline,gasoline,1.5,sedan,front,8,False,True,False,False,False,False,True,True,False,False
14950,Citroen,C5,automatic,blue,84000,2011,gasoline,gasoline,1.6,sedan,front,7,False,True,True,True,True,True,True,True,True,True
14951,Renault,Grand Scenic,mechanical,silver,133000,2014,diesel,diesel,1.5,minivan,front,8,False,True,False,True,False,True,True,False,True,False
14952,Volvo,S60,automatic,black,180000,2011,gasoline,gasoline,2.5,sedan,front,15,False,True,True,True,True,True,False,True,True,True
14953,Volkswagen,Jetta,mechanical,white,337000,1986,gasoline,gasoline,1.6,sedan,front,10,False,False,False,False,False,False,False,False,False,True
14954,BMW,316,mechanical,silver,350000,1994,gasoline,gasoline,1.9,hatchback,rear,10,False,False,True,False,True,False,False,False,False,True
14955,Rover,45,mechanical,blue,195000,2001,gasoline,gasoline,1.6,sedan,front,5,True,False,False,False,False,False,False,False,False,False
14956,Chevrolet,Malibu,automatic,white,124000,2012,gasoline,gasoline,2.4,sedan,front,8,False,True,True,True,True,True,False,True,True,True
14957,SsangYong,Kyron,mechanical,grey,180000,2010,diesel,diesel,2.0,suv,all,4,False,True,False,False,False,True,False,False,False,False
14958,Volvo,440,mechanical,black,300000,1990,gasoline,gasoline,1.7,hatchback,front,5,True,False,False,False,False,False,False,False,False,False
14959,Ford,Galaxy,mechanical,silver,40320,1996,diesel,diesel,1.9,minivan,front,9,False,False,False,False,True,False,False,False,False,True
14960,Toyota,Prius,automatic,silver,159200,2010,hybrid-petrol,gasoline,1.8,hatchback,front,17,False,True,False,False,False,False,False,False,True,True
14961,Mercedes-Benz,A140,mechanical,white,473000,1985,diesel,diesel,2.0,sedan,rear,6,False,False,False,False,False,False,False,False,False,True
14962,Opel,Astra,mechanical,blue,325000,2001,diesel,diesel,1.7,hatchback,front,9,False,False,False,False,False,False,False,False,False,True
14963,Volvo,S40,mechanical,blue,149000,2005,diesel,diesel,1.6,sedan,front,22,False,True,False,True,False,False,False,False,True,True
14964,Peugeot,405,mechanical,red,480000,1991,gasoline,gasoline,1.8,sedan,front,10,True,False,False,False,False,False,False,False,False,False
14965,Mitsubishi,Galant,automatic,silver,268000,1991,gasoline,gasoline,1.8,sedan,front,28,True,False,False,False,False,False,False,False,False,False
14966,Volkswagen,T4 Multivan,mechanical,green,391574,1993,diesel,diesel,2.4,minibus,front,15,True,False,False,False,False,False,False,False,False,False
14967,Mitsubishi,Pajero,automatic,brown,250000,2007,diesel,diesel,3.2,suv,all,10,False,True,False,True,True,True,True,True,True,True
14968,Toyota,Camry,automatic,black,416000,2007,gasoline,gasoline,2.4,sedan,front,9,False,True,False,False,True,True,False,False,True,True
14969,Volkswagen,Jetta,mechanical,red,250000,1991,diesel,diesel,1.6,sedan,front,10,True,False,False,False,False,False,False,False,False,False
14970,Volkswagen,Passat,mechanical,green,300000,1996,gasoline,gasoline,1.8,universal,front,2,True,False,False,False,False,False,False,False,False,False
14971,Volkswagen,Sharan,mechanical,silver,350000,2005,diesel,diesel,1.9,minivan,front,10,False,True,False,False,False,False,False,False,True,False
14972,Subaru,Impreza,automatic,black,246113,2008,gasoline,gasoline,1.5,hatchback,all,13,False,True,True,True,False,True,True,True,False,True
14973,Rover,400-Series,mechanical,blue,348000,1997,gasoline,gasoline,1.6,sedan,front,15,False,False,False,False,True,True,False,False,False,True
14974,Mercedes-Benz,Vito,mechanical,black,305000,1998,diesel,diesel,2.3,minivan,front,5,False,True,False,False,False,False,False,False,False,False
14975,Lexus,RX,automatic,black,220000,2009,gasoline,gasoline,3.5,suv,all,28,False,True,True,True,True,True,True,True,True,True
14976,Mazda,CX-5,automatic,grey,85532,2014,gasoline,gasoline,2.5,suv,all,24,False,True,True,True,True,True,True,True,True,True
14977,Kia,Sportage,automatic,silver,272000,2005,diesel,diesel,2.0,suv,all,10,False,True,False,False,True,False,False,True,False,True
14978,Nissan,Qashqai,automatic,black,78000,2014,gasoline,gasoline,2.0,suv,front,11,False,True,False,True,True,True,True,True,True,True
14979,BMW,X5,automatic,black,400000,2000,gasoline,gasoline,3.0,suv,all,1,True,False,False,False,False,False,False,False,False,False
14980,Volkswagen,Sharan,automatic,black,220000,2015,diesel,diesel,2.0,minivan,front,10,False,True,False,True,True,True,True,True,True,False
14981,Mazda,6,automatic,other,100000,2013,gasoline,gasoline,2.0,sedan,front,4,False,True,True,True,True,True,False,True,True,True
14982,Volkswagen,Passat,mechanical,black,250000,1997,gasoline,gasoline,1.6,universal,front,7,False,True,False,False,False,False,False,False,False,False
14983,Audi,A4,mechanical,other,300000,2001,diesel,diesel,1.9,sedan,front,5,False,True,False,False,False,False,False,False,False,False
14984,Opel,Omega,automatic,green,196000,1995,gasoline,gasoline,2.5,sedan,rear,9,False,True,True,False,False,False,False,False,True,True
14985,Porsche,Panamera,automatic,black,45000,2011,gasoline,gasoline,4.8,liftback,all,8,False,True,True,True,True,True,True,True,True,True
14986,Volvo,XC90,automatic,black,210000,2010,gasoline,gasoline,2.5,suv,all,6,False,True,True,True,True,True,False,True,True,True
14987,Fiat,Marea,mechanical,green,480000,2000,diesel,diesel,1.9,universal,front,8,False,False,False,False,False,False,False,False,True,True
14988,Mazda,Millenia,automatic,black,300947,2002,gasoline,gasoline,2.3,sedan,front,1,False,True,False,False,True,True,False,False,True,True
14989,Jeep,Grand Cherokee,automatic,black,315431,1994,gasoline,gasoline,5.2,suv,all,6,False,True,False,False,True,False,False,False,False,True
14990,BMW,X1,automatic,white,129980,2015,diesel,diesel,2.0,suv,all,16,False,True,False,True,False,True,True,False,True,True
14991,Opel,Vectra,mechanical,silver,183000,2007,gasoline,gasoline,1.8,sedan,front,6,False,True,True,False,False,True,False,True,True,True
14992,Nissan,Almera,mechanical,other,395000,2000,diesel,diesel,2.2,hatchback,front,6,False,True,False,False,False,False,False,False,False,False
14993,Ford,Escort,mechanical,green,333000,1996,diesel,diesel,1.8,universal,front,4,False,False,False,False,False,False,False,False,False,True
14994,Mitsubishi,Colt,mechanical,red,250000,1996,gasoline,gasoline,1.6,hatchback,front,7,False,False,False,False,False,False,False,False,False,True
14995,Renault,Megane Scenic,mechanical,blue,212000,1998,gasoline,gasoline,1.6,minivan,front,9,False,False,False,False,False,False,False,False,False,True
14996,Nissan,Navara,mechanical,green,120000,1982,diesel,diesel,2.7,pickup,all,7,True,False,False,False,False,False,False,False,False,False
14997,Hyundai,Sonata,automatic,silver,94000,2011,gasoline,gasoline,2.0,sedan,front,5,False,False,False,True,True,True,False,False,True,True
14998,BMW,730,automatic,blue,400000,2000,diesel,diesel,3.0,sedan,rear,15,False,True,True,True,True,True,False,False,True,True
14999,Seat,Ibiza,mechanical,grey,129000,2011,gasoline,gasoline,1.2,hatchback,front,12,False,True,False,False,False,False,False,False,True,False
15000,Volkswagen,Passat,mechanical,silver,389000,2006,diesel,diesel,2.0,universal,front,6,False,True,True,False,False,True,False,True,True,True
15001,Opel,Astra,mechanical,green,200000,1997,diesel,diesel,1.7,universal,front,2,True,False,False,False,False,False,False,False,False,False
15002,Renault,Duster,mechanical,brown,121000,2014,gasoline,gasoline,2.0,suv,all,4,False,True,False,False,False,True,False,True,False,False
15003,Audi,A6,automatic,violet,300000,2005,gasoline,gasoline,3.2,sedan,all,18,False,True,True,False,True,True,True,True,True,True
15004,Volkswagen,Passat,mechanical,white,500000,1993,gasoline,gasoline,1.8,universal,front,8,True,False,False,False,False,False,False,False,False,False
15005,Audi,A6,automatic,blue,216000,2003,gasoline,gasoline,2.7,universal,all,6,False,True,True,True,True,True,True,True,True,True
15006,Toyota,Land Cruiser,automatic,silver,360000,2003,diesel,diesel,3.0,suv,all,21,False,False,False,False,True,True,False,False,True,True
15007,Audi,A5,automatic,grey,257000,2009,gasoline,gasoline,2.0,coupe,front,6,False,True,True,True,True,True,True,True,True,True
15008,Honda,Civic,automatic,white,390000,1998,gasoline,gasoline,1.4,hatchback,front,8,False,True,False,False,False,False,False,False,False,False
15009,Opel,Zafira,mechanical,green,228828,2003,diesel,diesel,2.0,minivan,front,19,False,False,False,False,False,False,False,False,False,True
15010,Ford,Mondeo,mechanical,other,330000,1997,gasoline,gasoline,2.0,liftback,front,7,False,True,False,False,False,False,False,False,True,True
15011,Fiat,Tempra,mechanical,green,300000,1995,gasoline,gasoline,1.6,sedan,front,16,False,False,False,False,False,False,False,False,False,True
15012,Toyota,Yaris,mechanical,green,245000,2000,gasoline,gasoline,1.3,minivan,front,8,False,False,False,True,False,False,False,False,False,False
15013,Hyundai,Coupe,mechanical,black,250000,2002,gasoline,gasoline,2.0,coupe,front,11,False,True,False,False,False,False,True,True,True,True
15014,Citroen,Xantia,mechanical,white,320000,1996,diesel,diesel,1.9,universal,front,10,False,True,False,False,False,False,False,False,True,False
15015,Volkswagen,Tiguan,mechanical,brown,11000,2018,gasoline,gasoline,1.4,suv,front,5,False,True,False,False,False,True,False,True,True,True
15016,Ford,Sierra,mechanical,red,8051,1987,gasoline,gasoline,1.6,sedan,rear,9,True,False,False,False,False,False,False,False,False,False
15017,Subaru,Forester,mechanical,black,343455,2001,gasoline,gasoline,2.0,universal,all,1,True,False,False,False,False,False,False,False,False,False
15018,Fiat,Ulysse,mechanical,silver,300000,1997,gasoline,gasoline,1.8,minivan,front,16,True,False,False,False,False,False,False,False,False,False
15019,Mercedes-Benz,S430,automatic,silver,333333,2003,gasoline,gasoline,4.3,sedan,all,6,False,True,True,True,True,True,True,True,True,True
15020,Volvo,XC60,mechanical,white,230000,2009,diesel,diesel,2.4,universal,front,5,False,True,True,True,False,True,True,True,True,True
15021,Volvo,V50,mechanical,silver,254000,2006,diesel,diesel,1.6,universal,front,9,False,True,False,False,False,True,False,False,True,False
15022,Toyota,Auris,mechanical,white,124000,2015,diesel,diesel,1.4,universal,front,18,False,True,False,True,False,True,False,True,True,False
15023,Mercedes-Benz,Sprinter,automatic,white,480000,2004,diesel,diesel,2.7,van,front,3,True,False,False,False,False,False,False,False,False,False
15024,BMW,525,mechanical,violet,321007,1998,gasoline,gasoline,2.5,sedan,rear,6,False,False,False,False,False,True,False,False,True,True
15025,Volkswagen,T4,mechanical,blue,350000,1994,diesel,diesel,1.9,minibus,front,2,True,False,False,False,False,False,False,False,False,False
15026,Citroen,Xsara Picasso,mechanical,silver,285,2000,gasoline,gasoline,1.8,minivan,front,6,False,True,False,False,False,False,False,False,True,False
15027,Peugeot,3008,mechanical,grey,272000,2009,diesel,diesel,1.6,hatchback,front,4,False,True,False,False,False,False,False,False,True,True
15028,Kia,Rio,automatic,other,130000,2013,gasoline,gasoline,1.6,sedan,front,8,False,False,False,True,False,True,False,True,True,True
15029,Audi,A6,mechanical,grey,370000,1998,gasoline,gasoline,2.4,sedan,front,23,False,True,False,True,False,True,False,False,True,True
